epoch,adv_loss,content_loss,d_loss,feature_loss,gan_loss,style_loss,total_g_loss,val_psnr,val_ssim
0,5.996691703796387,0.02853618562221527,0.5209277868270874,0.05654085800051689,6.517619609832764,7.49519604141824e-05,0.11513545364141464,30.972614288330078,0.7837743759155273
1,3.7114439010620117,0.02505458891391754,1.1616253852844238,0.0432356633245945,4.8730692863464355,4.810644895769656e-05,0.08689557015895844,30.61864471435547,0.7694113850593567
2,5.6484222412109375,0.02570432238280773,0.6326972246170044,0.04172062873840332,6.281119346618652,3.1096336897462606e-05,0.09569816291332245,30.201494216918945,0.7540920972824097
3,10.184844970703125,0.02855757065117359,0.41989657282829285,0.04865197092294693,10.604741096496582,6.880106229800731e-05,0.12820255756378174,30.14655113220215,0.7399716973304749
4,5.74642276763916,0.03358422964811325,0.42742282152175903,0.051518652588129044,6.1738457679748535,6.399870471796021e-05,0.11389899998903275,29.369422912597656,0.733756422996521
5,8.422342300415039,0.03496156632900238,0.3670007586479187,0.05453871935606003,8.789342880249023,6.997947639320046e-05,0.13168197870254517,29.916236877441406,0.7468217015266418
6,5.6846394538879395,0.024513840675354004,0.47809165716171265,0.04854525253176689,6.162731170654297,0.0005896083312109113,0.10207189619541168,30.519073486328125,0.7576801776885986
7,2.1707468032836914,0.022539865225553513,2.336786985397339,0.04857994616031647,4.507534027099609,4.3693784391507506e-05,0.08201724290847778,30.04807472229004,0.7361687421798706
6,3.180224657058716,0.030337126925587654,1.812533974647522,0.05105527117848396,4.992758750915527,6.229543214431033e-05,0.09735581278800964,29.6772403717041,0.7231481671333313
7,5.327422142028809,0.01931973546743393,0.6101900339126587,0.04524590075016022,5.937612056732178,9.037523705046624e-05,0.09129311889410019,30.07049560546875,0.7639080882072449
8,5.9378156661987305,0.020719733089208603,0.3982526659965515,0.046581413596868515,6.336068153381348,6.986291555222124e-05,0.09706008434295654,28.63199806213379,0.6882807612419128
9,6.467373847961426,0.029695769771933556,0.27606886625289917,0.05469118803739548,6.743442535400391,8.12191137811169e-05,0.1168050467967987,30.635778427124023,0.7596037983894348
10,6.498513698577881,0.031127553433179855,0.40480318665504456,0.04868107661604881,6.903316974639893,3.864334576064721e-05,0.11233983933925629,30.47796058654785,0.7547789216041565
11,3.769333839416504,0.022150643169879913,1.1148042678833008,0.052552442997694016,4.884138107299805,8.633390098111704e-05,0.09363608807325363,30.089754104614258,0.7522785067558289
12,3.0055527687072754,0.03368796035647392,1.5900691747665405,0.0583711676299572,4.5956220626831055,6.157007010187954e-05,0.10714846849441528,30.103927612304688,0.7588837742805481
13,7.289584636688232,0.03194619342684746,0.22079338133335114,0.05061591416597366,7.510377883911133,0.00011704392818501219,0.1191270649433136,28.91069984436035,0.7262437343597412
14,4.705223083496094,0.03759187087416649,0.767474889755249,0.04907257482409477,5.472698211669922,0.00014508803724311292,0.11033564805984497,29.895797729492188,0.7478072643280029
15,4.22789192199707,0.027075190097093582,0.9956367015838623,0.05185917019844055,5.223528861999512,4.99802190461196e-05,0.10012379288673401,29.633792877197266,0.7430734634399414
16,7.55767297744751,0.024338368326425552,0.1846112608909607,0.04694582521915436,7.742284297943115,4.533084211288951e-05,0.10911788046360016,31.061309814453125,0.7794737219810486
17,8.127019882202148,0.027676936239004135,0.14771240949630737,0.05296453833580017,8.27473258972168,4.993877882952802e-05,0.1213265061378479,30.034584045410156,0.7504468560218811
18,2.701272487640381,0.021875470876693726,1.6679413318634033,0.047765351831912994,4.369214057922363,6.560148176504299e-05,0.08321278542280197,29.676639556884766,0.7370303273200989
19,4.375312328338623,0.020901763811707497,0.8198894262313843,0.04117635264992714,5.195201873779297,2.9935197744634934e-05,0.0839846134185791,30.462360382080078,0.7570042610168457
20,6.896254539489746,0.04110757261514664,0.2893291115760803,0.051380597054958344,7.185583591461182,7.951024599606171e-05,0.12704895436763763,29.48736572265625,0.7400348782539368
21,8.074254989624023,0.030389588326215744,0.19261303544044495,0.047047730535268784,8.266867637634277,6.111839320510626e-05,0.11786970496177673,30.041152954101562,0.7548692226409912
22,7.4321136474609375,0.031538110226392746,0.17053765058517456,0.04903823137283325,7.602651119232178,4.327326314523816e-05,0.1177801787853241,29.875070571899414,0.7422292232513428
23,4.5792460441589355,0.019829191267490387,0.7133207321166992,0.04248794913291931,5.292566776275635,5.932537533226423e-05,0.08527269959449768,29.742158889770508,0.7374035120010376
24,4.508129119873047,0.02270163968205452,0.7413232326507568,0.047762367874383926,5.249452590942383,7.346677739406005e-05,0.0930781215429306,30.62704086303711,0.7646229267120361
25,7.012545585632324,0.02631625160574913,0.2839784622192383,0.0559944324195385,7.2965240478515625,4.453951623872854e-05,0.11741794645786285,28.989974975585938,0.700581967830658
26,3.8228209018707275,0.02084115520119667,0.9164935350418091,0.045127108693122864,4.739314556121826,8.375356264878064e-05,0.08516612648963928,30.441877365112305,0.7670779228210449
27,4.378463268280029,0.01815422996878624,0.7135705351829529,0.03810490667819977,5.092033863067627,2.704625148908235e-05,0.07817849516868591,29.401071548461914,0.7302103042602539
28,2.5188674926757812,0.022988229990005493,1.8804718255996704,0.04496632143855095,4.399339199066162,3.6434146750252694e-05,0.08058532327413559,29.48036766052246,0.7463827133178711
29,2.6063480377197266,0.019435573369264603,1.873695969581604,0.0457700751721859,4.480043888092041,0.00012663626694120467,0.07836402952671051,29.68258285522461,0.729680061340332
30,5.364643096923828,0.024115007370710373,0.4237470328807831,0.045209258794784546,5.788390159606934,4.2887244489975274e-05,0.09619036316871643,29.750091552734375,0.742727518081665
31,9.840825080871582,0.02677205577492714,0.3372025489807129,0.042590320110321045,10.178028106689453,4.521918890532106e-05,0.11861172318458557,30.61223793029785,0.7764290571212769
32,6.700386047363281,0.030043676495552063,0.2758335471153259,0.051168348640203476,6.976219654083252,7.313053356483579e-05,0.11478707939386368,30.617446899414062,0.7681621313095093
33,5.3777008056640625,0.026608292013406754,0.47958388924598694,0.04783616214990616,5.8572845458984375,5.5922067986102775e-05,0.10138888657093048,30.125564575195312,0.7621241211891174
34,4.80952262878418,0.03491702675819397,0.5552817583084106,0.06338424235582352,5.364804267883301,8.446160791208968e-05,0.12243334203958511,30.139123916625977,0.7578487396240234
35,4.091723442077637,0.024101998656988144,0.8179341554641724,0.04250682517886162,4.9096574783325195,3.477681093499996e-05,0.08710221946239471,30.66728401184082,0.7497296333312988
36,8.53222942352295,0.029003839939832687,0.1657809615135193,0.04753803461790085,8.698010444641113,5.3492418373934925e-05,0.11925651133060455,30.63380241394043,0.758392870426178
37,5.767430782318115,0.02319091558456421,0.4806950092315674,0.044764745980501175,6.248126029968262,3.483549153315835e-05,0.09682765603065491,30.541563034057617,0.7669393420219421
38,3.7323029041290283,0.03487689793109894,1.0707124471664429,0.05562825873494148,4.803015232086182,0.00010190746252192184,0.10926857590675354,30.325733184814453,0.752327024936676
39,2.9569711685180664,0.0287091676145792,1.3842041492462158,0.05513852834701538,4.341175079345703,9.757567022461444e-05,0.09873012453317642,30.643457412719727,0.7508782744407654
